Reference Code,Date Time,Description,Dr.,Cr.,Status,Balance (NPR),Channel,Category
1IUQTVB,2025-04-02 02:45:00,Hosting renewal at Namecheap,115.69,0.0,COMPLETE,3719.02,App,Subscriptions
KLXZKY9,2025-05-10 23:13:00,Hosting renewal at Namecheap,216.05,0.0,COMPLETE,4460.11,App,Subscriptions
EI1UF73,2025-06-23 13:04:00,Canva Pro,660.81,0.0,COMPLETE,7541.88,App,Subscriptions
1X92K19,2025-04-26 21:27:00,Domain renewal at GoDaddy,915.6,0.0,COMPLETE,9736.56,App,Subscriptions
4KAG5YF,2025-03-31 19:42:00,Hosting renewal at Namecheap,1253.61,0.0,COMPLETE,7918.57,App,Subscriptions
GF7EH9S,2025-06-22 09:36:00,Hosting renewal at Namecheap,1339.68,0.0,COMPLETE,5415.02,App,Subscriptions
Q7I26GT,2025-03-01 17:35:00,Microsoft 365 subscription,1100.02,0.0,COMPLETE,6368.2,App,Subscriptions
TL20NWM,2025-04-14 04:46:00,Canva Pro,887.82,0.0,COMPLETE,4114.48,App,Subscriptions
FMAX480,2025-04-20 18:10:00,Canva Pro,1204.32,0.0,COMPLETE,4106.84,App,Subscriptions
J4M2B0G,2025-03-13 10:56:00,Adobe Photoshop Subscription,856.35,0.0,COMPLETE,4389.06,App,Subscriptions
N9Z0NS1,2025-01-02 10:22:00,Microsoft 365 subscription,632.31,0.0,COMPLETE,7229.27,App,Subscriptions
C8G2TSF,2025-03-11 20:38:00,Canva Pro,1454.81,0.0,COMPLETE,7285.28,App,Subscriptions
A99ERQE,2025-03-08 23:22:00,Adobe Photoshop Subscription,516.79,0.0,COMPLETE,7298.4,App,Subscriptions
78T5S6Z,2025-05-15 14:31:00,Microsoft 365 subscription,747.71,0.0,COMPLETE,1741.29,App,Subscriptions
V21HURJ,2025-06-13 14:29:00,Adobe Photoshop Subscription,389.29,0.0,COMPLETE,8528.78,App,Subscriptions
KXPJLRI,2025-01-28 22:12:00,Canva Pro,978.58,0.0,COMPLETE,2670.43,App,Subscriptions
HDWKRZ6,2025-05-02 16:08:00,Domain renewal at GoDaddy,1407.56,0.0,COMPLETE,9417.7,App,Subscriptions
ER3OLBZ,2025-01-10 19:50:00,Microsoft 365 subscription,639.39,0.0,COMPLETE,3837.79,App,Subscriptions
SNIARRM,2025-01-08 21:18:00,Hosting renewal at Namecheap,346.72,0.0,COMPLETE,4115.8,App,Subscriptions
KBNPO0Q,2025-06-07 07:41:00,Hosting renewal at Namecheap,230.94,0.0,COMPLETE,9275.11,App,Subscriptions
GN1A8CA,2025-05-01 13:57:00,Domain renewal at GoDaddy,1145.29,0.0,COMPLETE,2470.36,App,Subscriptions
YFXR5XK,2025-01-26 16:05:00,Domain renewal at GoDaddy,1178.98,0.0,COMPLETE,1791.01,App,Subscriptions
H02CUTX,2025-05-22 15:16:00,Domain renewal at GoDaddy,1393.89,0.0,COMPLETE,9646.81,App,Subscriptions
165PEMU,2025-01-07 06:26:00,Domain renewal at GoDaddy,531.39,0.0,COMPLETE,5924.64,App,Subscriptions
TR2WIE1,2025-04-13 03:40:00,Domain renewal at GoDaddy,141.48,0.0,COMPLETE,4074.8,App,Subscriptions
T0Q16BN,2025-05-29 21:06:00,Canva Pro,356.15,0.0,COMPLETE,1788.41,App,Subscriptions
5EMV10I,2025-03-20 00:43:00,Microsoft 365 subscription,637.65,0.0,COMPLETE,2057.61,App,Subscriptions
EK9LJBB,2025-01-04 11:04:00,Domain renewal at GoDaddy,450.0,0.0,COMPLETE,7856.28,App,Subscriptions
5X9CS9T,2025-06-14 03:19:00,Domain renewal at GoDaddy,1077.68,0.0,COMPLETE,5427.71,App,Subscriptions
DIRXKXR,2025-05-23 13:13:00,Domain renewal at GoDaddy,192.72,0.0,COMPLETE,1634.12,App,Subscriptions
JQ0HN15,2025-02-25 05:36:00,Adobe Photoshop Subscription,1434.62,0.0,COMPLETE,5739.32,App,Subscriptions
8V8D6HR,2025-04-25 02:46:00,Hosting renewal at Namecheap,591.36,0.0,COMPLETE,7875.2,App,Subscriptions
WKQT4HA,2025-05-29 05:23:00,Microsoft 365 subscription,1196.61,0.0,COMPLETE,7069.69,App,Subscriptions
Q2N9WOW,2025-06-18 12:40:00,Adobe Photoshop Subscription,1315.12,0.0,COMPLETE,6745.78,App,Subscriptions
67B5NST,2025-06-23 01:01:00,Adobe Photoshop Subscription,1212.8,0.0,COMPLETE,7790.26,App,Subscriptions
AXNUA1C,2025-04-28 07:07:00,Hosting renewal at Namecheap,1268.7,0.0,COMPLETE,5498.94,App,Subscriptions
H3WCFD8,2025-03-02 21:45:00,Domain renewal at GoDaddy,1098.11,0.0,COMPLETE,6730.23,App,Subscriptions
T7Y9JYA,2025-03-21 11:03:00,Domain renewal at GoDaddy,429.14,0.0,COMPLETE,5371.04,App,Subscriptions
FNTN9OU,2025-03-18 11:45:00,Adobe Photoshop Subscription,803.81,0.0,COMPLETE,2970.25,App,Subscriptions
GC641BH,2025-02-24 08:38:00,Domain renewal at GoDaddy,1412.93,0.0,COMPLETE,8084.75,App,Subscriptions
GB48X08,2025-05-16 18:55:00,Adobe Photoshop Subscription,768.56,0.0,COMPLETE,7798.86,App,Subscriptions
HR7RFWM,2025-05-01 10:50:00,Canva Pro,803.89,0.0,COMPLETE,1864.55,App,Subscriptions
6BARQN3,2025-02-02 01:13:00,Hosting renewal at Namecheap,1107.64,0.0,COMPLETE,8542.34,App,Subscriptions
LWM6VNZ,2025-03-29 23:14:00,Adobe Photoshop Subscription,391.49,0.0,COMPLETE,6257.61,App,Subscriptions
DK6E3SM,2025-01-24 13:44:00,Microsoft 365 subscription,732.26,0.0,COMPLETE,7692.85,App,Subscriptions
6WBIQ8D,2025-02-27 18:18:00,Microsoft 365 subscription,447.29,0.0,COMPLETE,7248.11,App,Subscriptions
LV2KLFS,2025-06-10 00:19:00,Hosting renewal at Namecheap,167.02,0.0,COMPLETE,2653.7,App,Subscriptions
Q5QRTWS,2025-01-04 17:42:00,Domain renewal at GoDaddy,1149.23,0.0,COMPLETE,3988.93,App,Subscriptions
AWEVS85,2025-05-20 20:41:00,Canva Pro,1287.9,0.0,COMPLETE,9926.39,App,Subscriptions
UFSSCW8,2025-05-02 06:47:00,Canva Pro,509.92,0.0,COMPLETE,8919.28,App,Subscriptions
CIXIULS,2025-05-15 10:41:00,Adobe Photoshop Subscription,602.77,0.0,COMPLETE,6748.57,App,Subscriptions
KH2P4HZ,2025-03-09 11:19:00,Microsoft 365 subscription,1495.05,0.0,COMPLETE,8852.67,App,Subscriptions
OTBGMBI,2025-03-08 07:54:00,Hosting renewal at Namecheap,344.46,0.0,COMPLETE,4518.72,App,Subscriptions
7BC9BC9,2025-02-05 04:32:00,Hosting renewal at Namecheap,878.44,0.0,COMPLETE,1578.5,App,Subscriptions
WNE3L8Y,2025-02-10 15:54:00,Microsoft 365 subscription,309.09,0.0,COMPLETE,1282.46,App,Subscriptions
JCGM185,2025-01-04 05:09:00,Hosting renewal at Namecheap,481.87,0.0,COMPLETE,5911.38,App,Subscriptions
HPHKB45,2025-02-15 00:06:00,Domain renewal at GoDaddy,1147.54,0.0,COMPLETE,2983.53,App,Subscriptions
SA46LXM,2025-06-15 21:48:00,Domain renewal at GoDaddy,1045.16,0.0,COMPLETE,9261.06,App,Subscriptions
N6NR9BR,2025-04-20 21:38:00,Microsoft 365 subscription,908.23,0.0,COMPLETE,2389.34,App,Subscriptions
OE1ICXT,2025-01-02 15:41:00,Microsoft 365 subscription,1223.97,0.0,COMPLETE,6311.66,App,Subscriptions
S2BD45V,2025-03-27 15:13:00,Domain renewal at GoDaddy,486.61,0.0,COMPLETE,6222.25,App,Subscriptions
Y8OOX2D,2025-02-15 08:41:00,Canva Pro,413.37,0.0,COMPLETE,9023.54,App,Subscriptions
Q1I576Q,2025-03-24 11:49:00,Hosting renewal at Namecheap,1321.66,0.0,COMPLETE,2255.17,App,Subscriptions
YDS6PUM,2025-06-26 18:32:00,Domain renewal at GoDaddy,1317.68,0.0,COMPLETE,7135.99,App,Subscriptions
JUYOTY8,2025-03-07 02:01:00,Canva Pro,986.78,0.0,COMPLETE,1314.84,App,Subscriptions
W03Z3VR,2025-01-31 19:42:00,Microsoft 365 subscription,118.05,0.0,COMPLETE,9045.86,App,Subscriptions
NFWRYNV,2025-05-11 20:53:00,Microsoft 365 subscription,897.98,0.0,COMPLETE,9191.95,App,Subscriptions
XGOTX8K,2025-02-20 10:07:00,Hosting renewal at Namecheap,181.83,0.0,COMPLETE,7687.12,App,Subscriptions
4VUFJIT,2025-05-03 12:43:00,Hosting renewal at Namecheap,1387.61,0.0,COMPLETE,3768.44,App,Subscriptions
BVMRP6M,2025-03-11 16:26:00,Adobe Photoshop Subscription,244.23,0.0,COMPLETE,5232.64,App,Subscriptions
PKXX68R,2025-03-19 21:13:00,Adobe Photoshop Subscription,642.2,0.0,COMPLETE,7935.33,App,Subscriptions
T664KBR,2025-06-08 15:52:00,Adobe Photoshop Subscription,760.33,0.0,COMPLETE,7746.8,App,Subscriptions
UA0K9LZ,2025-05-31 14:38:00,Canva Pro,1222.76,0.0,COMPLETE,8523.19,App,Subscriptions
K24VTSS,2025-04-04 03:00:00,Microsoft 365 subscription,867.09,0.0,COMPLETE,4275.68,App,Subscriptions
MSWQXYN,2025-03-23 03:28:00,Domain renewal at GoDaddy,1452.62,0.0,COMPLETE,7823.86,App,Subscriptions
9LXUWN9,2025-04-15 15:12:00,Domain renewal at GoDaddy,432.39,0.0,COMPLETE,7615.8,App,Subscriptions
ZTZ2A4T,2025-04-20 09:41:00,Hosting renewal at Namecheap,194.06,0.0,COMPLETE,8791.92,App,Subscriptions
S8JC21W,2025-05-25 12:52:00,Microsoft 365 subscription,951.63,0.0,COMPLETE,4849.98,App,Subscriptions
3WO49NV,2025-02-25 11:18:00,Adobe Photoshop Subscription,175.07,0.0,COMPLETE,9487.42,App,Subscriptions
D0LQL0E,2025-03-09 21:10:00,Hosting renewal at Namecheap,461.16,0.0,COMPLETE,2215.92,App,Subscriptions
7K0A545,2025-06-29 01:19:00,Domain renewal at GoDaddy,672.97,0.0,COMPLETE,6180.91,App,Subscriptions
4FJN3J6,2025-05-20 23:31:00,Canva Pro,1438.83,0.0,COMPLETE,2606.45,App,Subscriptions
PJ65G74,2025-02-14 04:41:00,Adobe Photoshop Subscription,408.89,0.0,COMPLETE,8101.08,App,Subscriptions
S4LJYH8,2025-02-07 04:27:00,Microsoft 365 subscription,697.28,0.0,COMPLETE,8055.19,App,Subscriptions
HOBN3HQ,2025-03-21 14:33:00,Hosting renewal at Namecheap,791.57,0.0,COMPLETE,5745.04,App,Subscriptions
YB4COZV,2025-04-25 06:21:00,Hosting renewal at Namecheap,1308.34,0.0,COMPLETE,1276.98,App,Subscriptions
63TMEHN,2025-01-25 22:01:00,Microsoft 365 subscription,321.53,0.0,COMPLETE,6477.67,App,Subscriptions
M6UA6E0,2025-05-06 15:45:00,Canva Pro,1141.94,0.0,COMPLETE,6304.86,App,Subscriptions
9942FVD,2025-03-07 21:52:00,Canva Pro,355.86,0.0,COMPLETE,2383.49,App,Subscriptions
W886E95,2025-02-19 17:09:00,Canva Pro,637.86,0.0,COMPLETE,4971.64,App,Subscriptions
U07UN26,2025-02-01 21:47:00,Domain renewal at GoDaddy,1253.17,0.0,COMPLETE,9858.55,App,Subscriptions
QNZ2U17,2025-01-15 01:15:00,Canva Pro,269.85,0.0,COMPLETE,4682.45,App,Subscriptions
BXT8WFY,2025-03-31 11:03:00,Canva Pro,451.07,0.0,COMPLETE,4816.43,App,Subscriptions
9XUEKUJ,2025-03-24 09:53:00,Canva Pro,773.8,0.0,COMPLETE,4424.46,App,Subscriptions
VDOGWGU,2025-06-22 13:08:00,Microsoft 365 subscription,361.87,0.0,COMPLETE,3270.36,App,Subscriptions
9FWSNBW,2025-03-07 00:16:00,Microsoft 365 subscription,1308.81,0.0,COMPLETE,6052.8,App,Subscriptions
8SCMZEY,2025-03-31 00:56:00,Hosting renewal at Namecheap,583.63,0.0,COMPLETE,4771.82,App,Subscriptions
Y71BEXN,2025-05-30 06:44:00,Hosting renewal at Namecheap,987.92,0.0,COMPLETE,9630.04,App,Subscriptions
ZIEGEF1,2025-01-05 23:00:00,Hosting renewal at Namecheap,1229.1,0.0,COMPLETE,4249.01,App,Subscriptions
NX4IU9L,2025-03-17 11:33:00,Hosting renewal at Namecheap,231.28,0.0,COMPLETE,5639.55,App,Subscriptions
UBDM8YL,2025-02-20 03:48:00,Microsoft 365 subscription,395.47,0.0,COMPLETE,2973.18,App,Subscriptions
RDJSPN7,2025-05-02 08:35:00,Microsoft 365 subscription,841.45,0.0,COMPLETE,1758.1,App,Subscriptions
AU2BVTN,2025-03-05 20:13:00,Hosting renewal at Namecheap,574.19,0.0,COMPLETE,6722.15,App,Subscriptions
QAJB65A,2025-06-01 17:50:00,Microsoft 365 subscription,1421.09,0.0,COMPLETE,2421.29,App,Subscriptions
IY4BUDD,2025-04-13 05:42:00,Adobe Photoshop Subscription,1066.21,0.0,COMPLETE,3593.99,App,Subscriptions
SSE86FX,2025-04-24 17:12:00,Domain renewal at GoDaddy,204.35,0.0,COMPLETE,7424.39,App,Subscriptions
L1YPFLU,2025-01-14 11:35:00,Canva Pro,1360.0,0.0,COMPLETE,4778.6,App,Subscriptions
ZZF3WY6,2025-04-18 23:33:00,Canva Pro,1317.16,0.0,COMPLETE,4523.59,App,Subscriptions
GCPHGVU,2025-05-29 22:59:00,Domain renewal at GoDaddy,685.18,0.0,COMPLETE,7272.34,App,Subscriptions
TX3839J,2025-03-10 15:30:00,Adobe Photoshop Subscription,367.0,0.0,COMPLETE,6478.25,App,Subscriptions
YO84NEK,2025-02-17 12:21:00,Adobe Photoshop Subscription,1164.07,0.0,COMPLETE,7346.6,App,Subscriptions
PP649IZ,2025-05-25 06:38:00,Hosting renewal at Namecheap,274.7,0.0,COMPLETE,5577.56,App,Subscriptions
I2XFH3Y,2025-04-30 23:13:00,Canva Pro,1093.28,0.0,COMPLETE,6235.77,App,Subscriptions
UE6MQUB,2025-02-28 09:27:00,Canva Pro,1151.39,0.0,COMPLETE,9994.09,App,Subscriptions
UEYWJ12,2025-04-21 20:03:00,Adobe Photoshop Subscription,451.8,0.0,COMPLETE,6959.34,App,Subscriptions
63RYN72,2025-05-29 11:45:00,Adobe Photoshop Subscription,774.99,0.0,COMPLETE,2788.43,App,Subscriptions
UNPI3DI,2025-05-13 05:24:00,Microsoft 365 subscription,914.48,0.0,COMPLETE,3441.56,App,Subscriptions
70O2G30,2025-01-12 10:08:00,Canva Pro,454.87,0.0,COMPLETE,5119.74,App,Subscriptions
TGPB34S,2025-02-12 01:12:00,Adobe Photoshop Subscription,186.18,0.0,COMPLETE,6881.31,App,Subscriptions
1OJ9BI6,2025-03-14 10:32:00,Domain renewal at GoDaddy,1395.4,0.0,COMPLETE,6943.75,App,Subscriptions
QNZ7C7E,2025-05-29 21:40:00,Hosting renewal at Namecheap,281.54,0.0,COMPLETE,5390.39,App,Subscriptions
4JLHY3T,2025-03-30 21:52:00,Adobe Photoshop Subscription,1359.21,0.0,COMPLETE,3443.4,App,Subscriptions
PXVEW22,2025-04-21 03:29:00,Hosting renewal at Namecheap,1346.32,0.0,COMPLETE,570.06,App,Subscriptions
B9K2QSL,2025-04-01 21:18:00,Adobe Photoshop Subscription,153.16,0.0,COMPLETE,2190.79,App,Subscriptions
DHQCFE2,2025-06-02 00:45:00,Hosting renewal at Namecheap,553.93,0.0,COMPLETE,6205.71,App,Subscriptions
9TRRIW1,2025-04-20 10:17:00,Domain renewal at GoDaddy,273.35,0.0,COMPLETE,9653.94,App,Subscriptions
2U648EZ,2025-05-29 15:27:00,Adobe Photoshop Subscription,503.1,0.0,COMPLETE,1694.07,App,Subscriptions
1ILWG7C,2025-04-16 00:40:00,Domain renewal at GoDaddy,871.32,0.0,COMPLETE,3781.15,App,Subscriptions
JU66JMT,2025-03-08 22:16:00,Canva Pro,710.88,0.0,COMPLETE,2741.68,App,Subscriptions
BRYM862,2025-04-01 12:12:00,Canva Pro,1487.94,0.0,COMPLETE,5669.49,App,Subscriptions
YATLXFC,2025-05-21 17:33:00,Adobe Photoshop Subscription,1438.32,0.0,COMPLETE,3119.28,App,Subscriptions
37YZUGY,2025-05-17 23:19:00,Microsoft 365 subscription,203.94,0.0,COMPLETE,6157.5,App,Subscriptions
3K72XGX,2025-04-28 06:33:00,Microsoft 365 subscription,1340.49,0.0,COMPLETE,1241.18,App,Subscriptions
MRDIVF6,2025-02-18 10:48:00,Canva Pro,660.66,0.0,COMPLETE,8767.75,App,Subscriptions
HKXNIGQ,2025-03-28 13:07:00,Microsoft 365 subscription,429.96,0.0,COMPLETE,3970.19,App,Subscriptions
YNRLR6T,2025-05-05 03:03:00,Canva Pro,1233.57,0.0,COMPLETE,8815.35,App,Subscriptions
OHRGJ7R,2025-01-01 03:35:00,Hosting renewal at Namecheap,460.39,0.0,COMPLETE,2076.99,App,Subscriptions
3NK39BV,2025-05-14 14:55:00,Microsoft 365 subscription,381.19,0.0,COMPLETE,2368.48,App,Subscriptions
RA7CX6P,2025-02-03 19:45:00,Adobe Photoshop Subscription,1309.33,0.0,COMPLETE,9014.48,App,Subscriptions
Q8GODPF,2025-05-04 15:52:00,Domain renewal at GoDaddy,1101.97,0.0,COMPLETE,7990.8,App,Subscriptions
88AO6F2,2025-01-10 06:33:00,Hosting renewal at Namecheap,377.44,0.0,COMPLETE,742.04,App,Subscriptions
WAD8WAR,2025-05-12 00:23:00,Adobe Photoshop Subscription,1464.25,0.0,COMPLETE,1824.07,App,Subscriptions
JG7VGTW,2025-03-11 10:01:00,Adobe Photoshop Subscription,555.48,0.0,COMPLETE,8076.89,App,Subscriptions
X2T3NNA,2025-01-07 04:41:00,Adobe Photoshop Subscription,819.13,0.0,COMPLETE,9524.47,App,Subscriptions
6DGPA39,2025-05-16 07:44:00,Domain renewal at GoDaddy,1239.71,0.0,COMPLETE,2772.63,App,Subscriptions
HINJ4ZI,2025-04-28 07:58:00,Canva Pro,935.42,0.0,COMPLETE,6191.33,App,Subscriptions
JB8SNPH,2025-04-16 22:25:00,Canva Pro,109.51,0.0,COMPLETE,2262.61,App,Subscriptions
KQKL5DK,2025-03-31 14:10:00,Hosting renewal at Namecheap,735.62,0.0,COMPLETE,2859.42,App,Subscriptions
XPFGY39,2025-04-19 20:58:00,Adobe Photoshop Subscription,1273.23,0.0,COMPLETE,6073.38,App,Subscriptions
C9O1KG1,2025-04-14 00:38:00,Domain renewal at GoDaddy,268.09,0.0,COMPLETE,2693.75,App,Subscriptions
ZPLM910,2025-06-09 19:30:00,Domain renewal at GoDaddy,940.5,0.0,COMPLETE,4225.19,App,Subscriptions
RLXC1TL,2025-03-17 10:56:00,Canva Pro,979.18,0.0,COMPLETE,1957.65,App,Subscriptions
DHZ8TAN,2025-03-16 13:23:00,Canva Pro,962.35,0.0,COMPLETE,9397.11,App,Subscriptions
LFNUWQJ,2025-01-30 06:17:00,Microsoft 365 subscription,137.47,0.0,COMPLETE,9762.52,App,Subscriptions
9744S9F,2025-03-08 10:17:00,Microsoft 365 subscription,684.94,0.0,COMPLETE,2973.67,App,Subscriptions
CVAER08,2025-01-15 00:16:00,Adobe Photoshop Subscription,820.88,0.0,COMPLETE,1757.49,App,Subscriptions
5TW09H9,2025-05-12 20:42:00,Microsoft 365 subscription,1209.95,0.0,COMPLETE,3513.34,App,Subscriptions
51RILKM,2025-01-31 08:36:00,Domain renewal at GoDaddy,1312.91,0.0,COMPLETE,2582.66,App,Subscriptions
YH8W51I,2025-02-27 04:11:00,Hosting renewal at Namecheap,444.08,0.0,COMPLETE,2301.36,App,Subscriptions
9LLLGMB,2025-02-17 23:15:00,Canva Pro,258.19,0.0,COMPLETE,2563.66,App,Subscriptions
NWN7SP6,2025-06-01 07:02:00,Microsoft 365 subscription,1357.83,0.0,COMPLETE,2921.26,App,Subscriptions
6F87YDO,2025-02-28 09:13:00,Canva Pro,705.82,0.0,COMPLETE,7565.22,App,Subscriptions
MQ3S577,2025-01-27 21:19:00,Hosting renewal at Namecheap,882.78,0.0,COMPLETE,7637.7,App,Subscriptions
UUCS3WY,2025-01-08 12:30:00,Hosting renewal at Namecheap,1485.56,0.0,COMPLETE,1759.59,App,Subscriptions
7MP5RJM,2025-06-28 00:45:00,Canva Pro,1181.58,0.0,COMPLETE,1151.53,App,Subscriptions
5IRJSK1,2025-03-07 22:28:00,Adobe Photoshop Subscription,1088.66,0.0,COMPLETE,2250.42,App,Subscriptions
DVJ5DXE,2025-06-09 11:01:00,Domain renewal at GoDaddy,738.39,0.0,COMPLETE,4943.87,App,Subscriptions
6X1RYJN,2025-01-11 08:50:00,Canva Pro,1357.57,0.0,COMPLETE,6632.87,App,Subscriptions
AWWA157,2025-05-08 17:03:00,Adobe Photoshop Subscription,375.57,0.0,COMPLETE,7578.46,App,Subscriptions
LFT2T4P,2025-01-16 11:05:00,Adobe Photoshop Subscription,1157.57,0.0,COMPLETE,9906.8,App,Subscriptions
6H1JDDS,2025-01-28 02:53:00,Adobe Photoshop Subscription,1415.19,0.0,COMPLETE,3707.94,App,Subscriptions
0QX2B0T,2025-04-03 14:53:00,Canva Pro,511.53,0.0,COMPLETE,9157.39,App,Subscriptions
CHFNN5I,2025-06-02 07:30:00,Canva Pro,352.24,0.0,COMPLETE,3442.99,App,Subscriptions
5M9GWP1,2025-06-25 13:20:00,Hosting renewal at Namecheap,822.52,0.0,COMPLETE,5867.15,App,Subscriptions
02G60AQ,2025-04-17 22:58:00,Hosting renewal at Namecheap,358.72,0.0,COMPLETE,3395.87,App,Subscriptions
6T12N42,2025-05-06 22:47:00,Adobe Photoshop Subscription,756.06,0.0,COMPLETE,6935.43,App,Subscriptions
APOCW9I,2025-03-26 06:30:00,Canva Pro,125.71,0.0,COMPLETE,8649.07,App,Subscriptions
K05MPL2,2025-03-22 10:10:00,Canva Pro,528.95,0.0,COMPLETE,5492.81,App,Subscriptions
3TW2UY0,2025-03-02 05:04:00,Microsoft 365 subscription,1363.34,0.0,COMPLETE,3430.51,App,Subscriptions
Y0HRBYE,2025-05-05 19:52:00,Adobe Photoshop Subscription,923.77,0.0,COMPLETE,4506.53,App,Subscriptions
ZMFKW2B,2025-02-23 05:13:00,Microsoft 365 subscription,444.96,0.0,COMPLETE,3734.36,App,Subscriptions
30W87JW,2025-05-29 21:33:00,Microsoft 365 subscription,1050.97,0.0,COMPLETE,5541.08,App,Subscriptions
1A7QVIH,2025-02-07 16:49:00,Domain renewal at GoDaddy,442.2,0.0,COMPLETE,7672.38,App,Subscriptions
28LZ1IO,2025-05-27 14:51:00,Domain renewal at GoDaddy,971.04,0.0,COMPLETE,4652.64,App,Subscriptions
OLKC482,2025-04-19 02:12:00,Hosting renewal at Namecheap,110.27,0.0,COMPLETE,7829.25,App,Subscriptions
AKFAV7T,2025-01-31 03:21:00,Canva Pro,993.91,0.0,COMPLETE,7882.81,App,Subscriptions
7Z6OW9K,2025-05-11 23:03:00,Microsoft 365 subscription,1302.02,0.0,COMPLETE,1645.44,App,Subscriptions
OG1P78I,2025-04-08 04:59:00,Canva Pro,1289.53,0.0,COMPLETE,1052.58,App,Subscriptions
9FPYIQV,2025-02-11 07:36:00,Domain renewal at GoDaddy,1299.61,0.0,COMPLETE,8628.2,App,Subscriptions
57RZSOY,2025-02-16 16:53:00,Canva Pro,384.44,0.0,COMPLETE,3069.06,App,Subscriptions
GA7T751,2025-05-22 21:20:00,Hosting renewal at Namecheap,1181.95,0.0,COMPLETE,9929.73,App,Subscriptions
Y1DEAQZ,2025-03-07 19:52:00,Hosting renewal at Namecheap,629.1,0.0,COMPLETE,4705.51,App,Subscriptions
UOYNY6B,2025-01-24 08:20:00,Domain renewal at GoDaddy,472.83,0.0,COMPLETE,9477.54,App,Subscriptions
168SGP2,2025-06-11 19:08:00,Microsoft 365 subscription,797.08,0.0,COMPLETE,966.75,App,Subscriptions
3AV4O2N,2025-01-15 17:31:00,Canva Pro,660.93,0.0,COMPLETE,3016.27,App,Subscriptions
KSFPW5Y,2025-03-11 08:07:00,Canva Pro,1466.66,0.0,COMPLETE,3630.62,App,Subscriptions
CPCY0F4,2025-05-16 18:34:00,Adobe Photoshop Subscription,924.91,0.0,COMPLETE,4063.91,App,Subscriptions
CEMZEMZ,2025-02-22 06:33:00,Domain renewal at GoDaddy,944.26,0.0,COMPLETE,9707.99,App,Subscriptions
D0MTSWH,2025-05-22 18:44:00,Microsoft 365 subscription,660.86,0.0,COMPLETE,8039.87,App,Subscriptions
1UO6CH8,2025-05-09 05:36:00,Hosting renewal at Namecheap,110.45,0.0,COMPLETE,6124.89,App,Subscriptions
7VMHQPZ,2025-06-04 22:43:00,Hosting renewal at Namecheap,1499.9,0.0,COMPLETE,3580.45,App,Subscriptions
WNNYGEF,2025-02-28 19:20:00,Hosting renewal at Namecheap,978.02,0.0,COMPLETE,3310.34,App,Subscriptions
PUYSE96,2025-03-13 23:18:00,Hosting renewal at Namecheap,134.12,0.0,COMPLETE,4703.83,App,Subscriptions
JZXBAPE,2025-06-23 21:40:00,Microsoft 365 subscription,419.96,0.0,COMPLETE,5748.22,App,Subscriptions
76LY9AD,2025-06-01 19:15:00,Canva Pro,172.89,0.0,COMPLETE,7696.41,App,Subscriptions
4QLVMY8,2025-05-17 17:57:00,Canva Pro,1444.56,0.0,COMPLETE,3732.31,App,Subscriptions
EWO3SIR,2025-05-03 17:45:00,Adobe Photoshop Subscription,733.31,0.0,COMPLETE,1013.67,App,Subscriptions
MMSYFCG,2025-03-29 14:57:00,Domain renewal at GoDaddy,1203.67,0.0,COMPLETE,9828.36,App,Subscriptions
70Y91EV,2025-04-08 11:10:00,Adobe Photoshop Subscription,613.44,0.0,COMPLETE,7636.12,App,Subscriptions
F9IY2LR,2025-06-09 18:24:00,Microsoft 365 subscription,613.36,0.0,COMPLETE,4556.4,App,Subscriptions
GCSFS7J,2025-06-15 23:41:00,Hosting renewal at Namecheap,1418.9,0.0,COMPLETE,9384.09,App,Subscriptions
X0XT4UA,2025-03-22 15:20:00,Microsoft 365 subscription,824.05,0.0,COMPLETE,574.09,App,Subscriptions
33NKBML,2025-02-06 23:41:00,Domain renewal at GoDaddy,1256.97,0.0,COMPLETE,7083.71,App,Subscriptions
F5CQG36,2025-02-03 15:24:00,Microsoft 365 subscription,251.58,0.0,COMPLETE,9502.76,App,Subscriptions
Q8L4CTF,2025-05-31 08:42:00,Hosting renewal at Namecheap,703.25,0.0,COMPLETE,5477.6,App,Subscriptions
2L744NX,2025-05-27 07:40:00,Canva Pro,621.31,0.0,COMPLETE,2193.87,App,Subscriptions
GPUB8AB,2025-06-18 00:26:00,Domain renewal at GoDaddy,428.61,0.0,COMPLETE,8879.63,App,Subscriptions
Y9DEPPH,2025-06-12 06:59:00,Adobe Photoshop Subscription,776.55,0.0,COMPLETE,8091.07,App,Subscriptions
D7XAG9R,2025-04-19 19:42:00,Adobe Photoshop Subscription,942.3,0.0,COMPLETE,6689.23,App,Subscriptions
PF0BW03,2025-03-25 00:12:00,Microsoft 365 subscription,1413.3,0.0,COMPLETE,7064.9,App,Subscriptions
S0LFTOU,2025-02-07 06:48:00,Hosting renewal at Namecheap,1312.66,0.0,COMPLETE,5220.5,App,Subscriptions
4NVL80G,2025-05-16 14:00:00,Microsoft 365 subscription,1222.74,0.0,COMPLETE,4987.7,App,Subscriptions
K1II6ZE,2025-01-27 14:11:00,Hosting renewal at Namecheap,778.01,0.0,COMPLETE,6183.86,App,Subscriptions
7OHLEKA,2025-01-26 23:23:00,Adobe Photoshop Subscription,449.05,0.0,COMPLETE,9951.25,App,Subscriptions
