Reference Code,Date,Time,Description,Dr.,Cr.,Status,Balance (NPR),Channel,Category
WL98T8K,2025-10-15,00:00:00,Paid for Foodmandu Order,257.63,0.0,COMPLETE,9712.94,Linked Esewa Payment,Dining & Food
7ECT4MH,2025-09-21,00:00:00,Paid for Foodmandu Order,2591.37,0.0,COMPLETE,5073.71,THIRDPARTY,Dining & Food
WF6XGOG,2025-10-22,00:00:00,Paid for Foodmandu Order,2956.71,0.0,COMPLETE,5604.14,THIRDPARTY,Dining & Food
VPPVK9P,2025-09-15,00:00:00,Restaurant Bill via QR,2090.48,0.0,COMPLETE,2103.33,App,Dining & Food
DWJRZM6,2025-09-19,00:00:00,Paid for Foodmandu Order,2835.4,0.0,COMPLETE,7421.69,THIRDPARTY,Dining & Food
C9USP8P,2025-10-24,00:00:00,Paid for Bhoj Deal,2796.46,0.0,COMPLETE,6909.02,Linked Esewa Payment,Dining & Food
KIOBQVO,2025-09-28,00:00:00,Paid for Bhoj Deal,1333.59,0.0,COMPLETE,4711.32,App,Dining & Food
QAKS1FR,2025-10-30,00:00:00,Paid for Bhoj Deal,794.25,0.0,COMPLETE,2964.16,Linked Esewa Payment,Dining & Food
5LQPLW2,2025-10-13,00:00:00,Restaurant Bill via QR,3008.88,0.0,COMPLETE,6830.89,Linked Esewa Payment,Dining & Food
2D0YKJW,2025-10-01,00:00:00,Restaurant Bill via QR,979.95,0.0,COMPLETE,4420.93,THIRDPARTY,Dining & Food
QMQHE18,2025-09-24,00:00:00,Paid for Bhoj Deal,3257.95,0.0,COMPLETE,7225.5,App,Dining & Food
JWU7PL3,2025-09-23,00:00:00,Paid for Foodmandu Order,447.01,0.0,COMPLETE,4712.55,THIRDPARTY,Dining & Food
M4TQG2P,2025-09-02,00:00:00,Restaurant Bill via QR,4142.03,0.0,COMPLETE,6121.95,App,Dining & Food
BJUIVO3,2025-10-24,00:00:00,Restaurant Bill via QR,1621.16,0.0,COMPLETE,2690.26,Linked Esewa Payment,Dining & Food
M3C94JQ,2025-10-14,00:00:00,Restaurant Bill via QR,2783.0,0.0,COMPLETE,4350.92,App,Dining & Food
7X822BA,2025-09-27,00:00:00,Paid for Bhoj Deal,1831.36,0.0,COMPLETE,4720.23,App,Dining & Food
HSJK8T3,2025-10-15,00:00:00,Paid for Foodmandu Order,955.99,0.0,COMPLETE,7377.65,App,Dining & Food
RNHLGC3,2025-09-07,00:00:00,Paid for Bhoj Deal,3760.09,0.0,COMPLETE,6426.43,Linked Esewa Payment,Dining & Food
M0WRW09,2025-10-14,00:00:00,Paid for Foodmandu Order,3631.34,0.0,COMPLETE,7141.72,App,Dining & Food
SEJC0KA,2025-09-03,00:00:00,Restaurant Bill via QR,116.3,0.0,COMPLETE,9674.99,THIRDPARTY,Dining & Food
IE6EU3M,2025-10-24,00:00:00,Paid for Bhoj Deal,1988.43,0.0,COMPLETE,2412.78,Linked Esewa Payment,Dining & Food
TD5EQKU,2025-10-26,00:00:00,Paid for Bhoj Deal,3187.42,0.0,COMPLETE,4698.15,App,Dining & Food
46Q89AH,2025-10-07,00:00:00,Restaurant Bill via QR,1912.81,0.0,COMPLETE,2560.59,Linked Esewa Payment,Dining & Food
TRAFTGK,2025-10-30,00:00:00,Restaurant Bill via QR,3907.35,0.0,COMPLETE,4820.58,THIRDPARTY,Dining & Food
FY75SQX,2025-09-16,00:00:00,Paid for Foodmandu Order,2589.11,0.0,COMPLETE,1812.09,Linked Esewa Payment,Dining & Food
WXS0A1Y,2025-10-31,00:00:00,Paid for Foodmandu Order,2118.86,0.0,COMPLETE,2608.25,Linked Esewa Payment,Dining & Food
N9T8CBF,2025-10-21,00:00:00,Restaurant Bill via QR,1750.16,0.0,COMPLETE,5859.72,App,Dining & Food
ZIUPTJQ,2025-09-23,00:00:00,Paid for Foodmandu Order,3432.02,0.0,COMPLETE,7938.62,Linked Esewa Payment,Dining & Food
NOIUMZO,2025-09-17,00:00:00,Restaurant Bill via QR,135.0,0.0,COMPLETE,9655.1,Linked Esewa Payment,Dining & Food
IIVNY0I,2025-09-18,00:00:00,Paid for Bhoj Deal,4246.65,0.0,COMPLETE,8047.31,THIRDPARTY,Dining & Food
6A20IV9,2025-10-09,00:00:00,Restaurant Bill via QR,4096.83,0.0,COMPLETE,3243.45,Linked Esewa Payment,Dining & Food
D2YG4A6,2025-10-02,00:00:00,Paid for Bhoj Deal,946.37,0.0,COMPLETE,6997.24,Linked Esewa Payment,Dining & Food
8AG8TAO,2025-10-28,00:00:00,Restaurant Bill via QR,4958.59,0.0,COMPLETE,9222.39,THIRDPARTY,Dining & Food
KBPQ6IA,2025-09-13,00:00:00,Paid for Foodmandu Order,265.04,0.0,COMPLETE,6813.25,Linked Esewa Payment,Dining & Food
DYVATGN,2025-09-29,00:00:00,Paid for Foodmandu Order,1178.06,0.0,COMPLETE,7448.2,App,Dining & Food
MYY232G,2025-10-20,00:00:00,Paid for Foodmandu Order,2279.82,0.0,COMPLETE,9771.88,THIRDPARTY,Dining & Food
XCI1NX8,2025-09-28,00:00:00,Paid for Foodmandu Order,3745.02,0.0,COMPLETE,893.6,Linked Esewa Payment,Dining & Food
V35C5NX,2025-09-08,00:00:00,Restaurant Bill via QR,1819.81,0.0,COMPLETE,7171.68,Linked Esewa Payment,Dining & Food
MP7DN1S,2025-09-14,00:00:00,Paid for Bhoj Deal,3087.58,0.0,COMPLETE,8085.8,App,Dining & Food
PSPAPRT,2025-09-26,00:00:00,Restaurant Bill via QR,2231.24,0.0,COMPLETE,8366.98,THIRDPARTY,Dining & Food
J8LAZDE,2025-09-06,00:00:00,Paid for Foodmandu Order,3751.29,0.0,COMPLETE,472.12,THIRDPARTY,Dining & Food
YPAND9N,2025-09-10,00:00:00,Paid for Bhoj Deal,3934.44,0.0,COMPLETE,4469.44,App,Dining & Food
IC9J2NF,2025-09-21,00:00:00,Paid for Foodmandu Order,3396.75,0.0,COMPLETE,4632.81,App,Dining & Food
FXW680V,2025-09-23,00:00:00,Restaurant Bill via QR,2402.68,0.0,COMPLETE,5373.09,App,Dining & Food
PTSFUFH,2025-09-07,00:00:00,Paid for Bhoj Deal,83.26,0.0,COMPLETE,654.53,Linked Esewa Payment,Dining & Food
L2QV548,2025-09-26,00:00:00,Restaurant Bill via QR,2662.2,0.0,COMPLETE,321.49,Linked Esewa Payment,Dining & Food
PISJKSR,2025-09-24,00:00:00,Restaurant Bill via QR,3275.07,0.0,COMPLETE,5097.34,App,Dining & Food
KCNTN3Q,2025-10-20,00:00:00,Paid for Bhoj Deal,2558.14,0.0,COMPLETE,6566.99,App,Dining & Food
HRTG3SQ,2025-10-28,00:00:00,Paid for Bhoj Deal,841.48,0.0,COMPLETE,2657.14,App,Dining & Food
DJPBNOT,2025-10-20,00:00:00,Restaurant Bill via QR,827.58,0.0,COMPLETE,9080.16,THIRDPARTY,Dining & Food
CQQSZP1,2025-10-05,00:00:00,Restaurant Bill via QR,3048.51,0.0,COMPLETE,1932.18,THIRDPARTY,Dining & Food
RDPQA8M,2025-10-04,00:00:00,Paid for Bhoj Deal,1486.96,0.0,COMPLETE,4365.79,App,Dining & Food
APLGE22,2025-10-16,00:00:00,Paid for Bhoj Deal,2304.06,0.0,COMPLETE,9747.96,Linked Esewa Payment,Dining & Food
MM9UFBK,2025-10-12,00:00:00,Restaurant Bill via QR,2314.09,0.0,COMPLETE,9387.24,THIRDPARTY,Dining & Food
Z3RG66M,2025-09-26,00:00:00,Restaurant Bill via QR,2834.97,0.0,COMPLETE,2449.05,THIRDPARTY,Dining & Food
ECM6OH2,2025-10-31,00:00:00,Restaurant Bill via QR,2409.43,0.0,COMPLETE,4116.35,THIRDPARTY,Dining & Food
5PSIQ48,2025-09-07,00:00:00,Paid for Bhoj Deal,674.72,0.0,COMPLETE,4376.06,Linked Esewa Payment,Dining & Food
80U4K63,2025-09-21,00:00:00,Paid for Bhoj Deal,894.45,0.0,COMPLETE,3720.7,THIRDPARTY,Dining & Food
68FTZOB,2025-10-12,00:00:00,Paid for Foodmandu Order,1884.67,0.0,COMPLETE,9161.49,App,Dining & Food
7IQNSAF,2025-10-23,00:00:00,Paid for Foodmandu Order,428.75,0.0,COMPLETE,3262.87,Linked Esewa Payment,Dining & Food
S924N8J,2025-09-14,00:00:00,Restaurant Bill via QR,1391.83,0.0,COMPLETE,7990.89,THIRDPARTY,Dining & Food
QO4J4I3,2025-10-17,00:00:00,Paid for Foodmandu Order,1721.58,0.0,COMPLETE,8981.43,THIRDPARTY,Dining & Food
HC5MBPC,2025-10-21,00:00:00,Paid for Foodmandu Order,4484.85,0.0,COMPLETE,3002.2,App,Dining & Food
BEOYMBZ,2025-10-21,00:00:00,Paid for Foodmandu Order,2645.97,0.0,COMPLETE,5867.19,App,Dining & Food
J4EDRSW,2025-09-06,00:00:00,Paid for Foodmandu Order,1502.16,0.0,COMPLETE,7119.4,THIRDPARTY,Dining & Food
LUHX1GA,2025-10-03,00:00:00,Restaurant Bill via QR,3455.01,0.0,COMPLETE,7951.53,THIRDPARTY,Dining & Food
GJI9C5L,2025-10-17,00:00:00,Paid for Bhoj Deal,3368.62,0.0,COMPLETE,3386.2,Linked Esewa Payment,Dining & Food
DDY4326,2025-09-21,00:00:00,Paid for Foodmandu Order,3176.27,0.0,COMPLETE,8609.46,Linked Esewa Payment,Dining & Food
T8PUCA5,2025-09-03,00:00:00,Restaurant Bill via QR,608.67,0.0,COMPLETE,8846.9,THIRDPARTY,Dining & Food
ST531F5,2025-09-04,00:00:00,Paid for Foodmandu Order,2188.03,0.0,COMPLETE,2697.89,THIRDPARTY,Dining & Food
TDZMX6T,2025-10-04,00:00:00,Paid for Bhoj Deal,4513.1,0.0,COMPLETE,9943.33,Linked Esewa Payment,Dining & Food
BA9ZREI,2025-10-12,00:00:00,Paid for Foodmandu Order,3156.07,0.0,COMPLETE,1565.84,App,Dining & Food
PBTGTOQ,2025-10-11,00:00:00,Restaurant Bill via QR,1968.22,0.0,COMPLETE,9691.1,THIRDPARTY,Dining & Food
RC8KPCT,2025-09-10,00:00:00,Paid for Foodmandu Order,3134.03,0.0,COMPLETE,1543.0,App,Dining & Food
1X9FAN8,2025-09-23,00:00:00,Paid for Bhoj Deal,2782.25,0.0,COMPLETE,5991.02,THIRDPARTY,Dining & Food
YR70DNU,2025-10-29,00:00:00,Restaurant Bill via QR,4115.31,0.0,COMPLETE,2944.62,THIRDPARTY,Dining & Food
B2M8I0E,2025-09-05,00:00:00,Restaurant Bill via QR,3272.99,0.0,COMPLETE,7151.54,THIRDPARTY,Dining & Food
5F2KCGC,2025-09-12,00:00:00,Paid for Bhoj Deal,3197.5,0.0,COMPLETE,5992.79,THIRDPARTY,Dining & Food
NDAZMP0,2025-10-17,00:00:00,Restaurant Bill via QR,4302.25,0.0,COMPLETE,1445.21,App,Dining & Food
J9SFD43,2025-09-30,00:00:00,Paid for Bhoj Deal,1171.95,0.0,COMPLETE,1621.79,THIRDPARTY,Dining & Food
34CFU1K,2025-09-03,00:00:00,Paid for Foodmandu Order,1282.47,0.0,COMPLETE,6318.85,THIRDPARTY,Dining & Food
E5S5XGE,2025-09-05,00:00:00,Restaurant Bill via QR,2037.95,0.0,COMPLETE,836.01,THIRDPARTY,Dining & Food
6XVLFVJ,2025-10-03,00:00:00,Paid for Bhoj Deal,1246.19,0.0,COMPLETE,1542.22,THIRDPARTY,Dining & Food
2QSP6X3,2025-10-31,00:00:00,Restaurant Bill via QR,1131.04,0.0,COMPLETE,3007.2,Linked Esewa Payment,Dining & Food
USOPUVD,2025-09-21,00:00:00,Restaurant Bill via QR,4762.22,0.0,COMPLETE,2127.63,THIRDPARTY,Dining & Food
JDIFEJI,2025-09-15,00:00:00,Restaurant Bill via QR,4503.83,0.0,COMPLETE,7741.85,THIRDPARTY,Dining & Food
A2HDSPP,2025-10-13,00:00:00,Paid for Bhoj Deal,1851.96,0.0,COMPLETE,1519.67,App,Dining & Food
L5K6JKA,2025-10-01,00:00:00,Paid for Foodmandu Order,869.3,0.0,COMPLETE,2962.0,App,Dining & Food
3G9LUVM,2025-10-03,00:00:00,Paid for Foodmandu Order,4696.45,0.0,COMPLETE,266.39,Linked Esewa Payment,Dining & Food
FPO4BYN,2025-10-07,00:00:00,Paid for Foodmandu Order,2286.27,0.0,COMPLETE,2268.86,Linked Esewa Payment,Dining & Food
ISZE9A9,2025-10-26,00:00:00,Paid for Foodmandu Order,2543.2,0.0,COMPLETE,4599.64,Linked Esewa Payment,Dining & Food
5VP4W84,2025-09-17,00:00:00,Paid for Bhoj Deal,4849.06,0.0,COMPLETE,4460.76,THIRDPARTY,Dining & Food
4XIPZJD,2025-10-07,00:00:00,Restaurant Bill via QR,2809.48,0.0,COMPLETE,7649.6,Linked Esewa Payment,Dining & Food
8QZJSFE,2025-10-05,00:00:00,Paid for Foodmandu Order,2894.93,0.0,COMPLETE,4086.22,App,Dining & Food
DM5HX8E,2025-10-11,00:00:00,Paid for Foodmandu Order,2149.47,0.0,COMPLETE,4738.68,App,Dining & Food
Y7M06VP,2025-10-13,00:00:00,Restaurant Bill via QR,1274.15,0.0,COMPLETE,1564.39,Linked Esewa Payment,Dining & Food
LVREN26,2025-09-02,00:00:00,Restaurant Bill via QR,2251.04,0.0,COMPLETE,5861.48,THIRDPARTY,Dining & Food
2RS4513,2025-09-09,00:00:00,Paid for Bhoj Deal,733.17,0.0,COMPLETE,3794.68,Linked Esewa Payment,Dining & Food
41376PK,2025-09-28,00:00:00,Restaurant Bill via QR,1998.94,0.0,COMPLETE,1666.29,Linked Esewa Payment,Dining & Food
G3IEKDZ,2025-10-03,00:00:00,Paid for Bhoj Deal,1908.87,0.0,COMPLETE,1315.85,Linked Esewa Payment,Dining & Food
UKAWKVD,2025-09-03,00:00:00,Restaurant Bill via QR,3661.03,0.0,COMPLETE,6451.93,Linked Esewa Payment,Dining & Food
7KBGV02,2025-09-10,00:00:00,Paid for Foodmandu Order,1009.58,0.0,COMPLETE,8135.76,THIRDPARTY,Dining & Food
J601ZTI,2025-09-12,00:00:00,Paid for Foodmandu Order,1580.75,0.0,COMPLETE,3394.87,THIRDPARTY,Dining & Food
DI9792M,2025-09-15,00:00:00,Paid for Bhoj Deal,3044.91,0.0,COMPLETE,1033.9,App,Dining & Food
ESEBJIT,2025-10-27,00:00:00,Paid for Foodmandu Order,353.85,0.0,COMPLETE,5602.42,App,Dining & Food
U33R4F5,2025-09-03,00:00:00,Paid for Foodmandu Order,2833.59,0.0,COMPLETE,8222.34,Linked Esewa Payment,Dining & Food
AU54UZY,2025-10-12,00:00:00,Paid for Foodmandu Order,318.73,0.0,COMPLETE,645.22,THIRDPARTY,Dining & Food
HK2FXZH,2025-09-24,00:00:00,Paid for Bhoj Deal,2987.29,0.0,COMPLETE,9167.26,Linked Esewa Payment,Dining & Food
C7Z0Q5U,2025-10-26,00:00:00,Restaurant Bill via QR,4836.24,0.0,COMPLETE,932.83,Linked Esewa Payment,Dining & Food
BWH9LHF,2025-09-08,00:00:00,Paid for Bhoj Deal,3285.31,0.0,COMPLETE,3739.49,App,Dining & Food
WX0H32H,2025-10-31,00:00:00,Paid for Bhoj Deal,2825.36,0.0,COMPLETE,3571.73,App,Dining & Food
ZWIW2WD,2025-10-17,00:00:00,Paid for Bhoj Deal,2326.84,0.0,COMPLETE,5646.35,THIRDPARTY,Dining & Food
QSOEVGG,2025-09-02,00:00:00,Restaurant Bill via QR,3355.14,0.0,COMPLETE,2386.44,THIRDPARTY,Dining & Food
E2AVSL3,2025-09-10,00:00:00,Paid for Foodmandu Order,1508.96,0.0,COMPLETE,7846.7,THIRDPARTY,Dining & Food
UFKPUSG,2025-10-28,00:00:00,Paid for Foodmandu Order,4139.56,0.0,COMPLETE,2283.68,THIRDPARTY,Dining & Food
A2VK1N5,2025-10-01,00:00:00,Restaurant Bill via QR,1364.76,0.0,COMPLETE,6747.35,Linked Esewa Payment,Dining & Food
BB96NBZ,2025-10-27,00:00:00,Paid for Bhoj Deal,412.21,0.0,COMPLETE,4877.13,Linked Esewa Payment,Dining & Food
TNEA8WE,2025-09-06,00:00:00,Paid for Foodmandu Order,4771.61,0.0,COMPLETE,4012.53,THIRDPARTY,Dining & Food
BXI01MX,2025-10-23,00:00:00,Paid for Bhoj Deal,926.26,0.0,COMPLETE,8428.96,App,Dining & Food
9NF62AY,2025-10-16,00:00:00,Paid for Bhoj Deal,1237.17,0.0,COMPLETE,9387.53,THIRDPARTY,Dining & Food
IWSJG39,2025-10-26,00:00:00,Paid for Bhoj Deal,4381.92,0.0,COMPLETE,6601.01,Linked Esewa Payment,Dining & Food
C285SQY,2025-10-23,00:00:00,Paid for Bhoj Deal,4744.67,0.0,COMPLETE,2493.79,Linked Esewa Payment,Dining & Food
MN6GUZE,2025-09-27,00:00:00,Paid for Foodmandu Order,3499.55,0.0,COMPLETE,3660.02,App,Dining & Food
17PCBGY,2025-09-22,00:00:00,Restaurant Bill via QR,4123.71,0.0,COMPLETE,1807.91,App,Dining & Food
8TCJNRN,2025-10-07,00:00:00,Paid for Bhoj Deal,4273.67,0.0,COMPLETE,6723.91,App,Dining & Food
0CW709Q,2025-10-18,00:00:00,Paid for Bhoj Deal,497.65,0.0,COMPLETE,8669.06,Linked Esewa Payment,Dining & Food
XTCMA8G,2025-10-23,00:00:00,Paid for Foodmandu Order,4143.04,0.0,COMPLETE,4634.52,THIRDPARTY,Dining & Food
8S5TRZG,2025-09-22,00:00:00,Restaurant Bill via QR,1257.87,0.0,COMPLETE,4468.07,Linked Esewa Payment,Dining & Food
AW1O775,2025-10-16,00:00:00,Restaurant Bill via QR,2834.62,0.0,COMPLETE,595.74,THIRDPARTY,Dining & Food
H3H3KQQ,2025-10-04,00:00:00,Paid for Bhoj Deal,760.99,0.0,COMPLETE,8266.6,THIRDPARTY,Dining & Food
8C0HBGI,2025-09-29,00:00:00,Restaurant Bill via QR,891.48,0.0,COMPLETE,7981.19,THIRDPARTY,Dining & Food
5IGPJ87,2025-10-06,00:00:00,Restaurant Bill via QR,543.55,0.0,COMPLETE,619.5,App,Dining & Food
TWJTTB5,2025-10-19,00:00:00,Restaurant Bill via QR,1794.73,0.0,COMPLETE,4045.42,THIRDPARTY,Dining & Food
0569Y3E,2025-09-16,00:00:00,Paid for Foodmandu Order,1281.66,0.0,COMPLETE,8743.04,THIRDPARTY,Dining & Food
5MMH2SV,2025-09-21,00:00:00,Paid for Foodmandu Order,3756.95,0.0,COMPLETE,9669.75,App,Dining & Food
GK28JO8,2025-10-01,00:00:00,Restaurant Bill via QR,3037.27,0.0,COMPLETE,4942.32,THIRDPARTY,Dining & Food
EOTL0VH,2025-09-20,00:00:00,Restaurant Bill via QR,2770.86,0.0,COMPLETE,1040.48,App,Dining & Food
L5GUUEZ,2025-10-14,00:00:00,Restaurant Bill via QR,4151.2,0.0,COMPLETE,2293.65,App,Dining & Food
E3UO54J,2025-10-06,00:00:00,Paid for Bhoj Deal,3595.89,0.0,COMPLETE,9110.08,THIRDPARTY,Dining & Food
93I4BSD,2025-09-09,00:00:00,Restaurant Bill via QR,2463.54,0.0,COMPLETE,2310.21,THIRDPARTY,Dining & Food
UH1A51X,2025-09-28,00:00:00,Paid for Foodmandu Order,2249.28,0.0,COMPLETE,7060.82,THIRDPARTY,Dining & Food
0N701IZ,2025-10-23,00:00:00,Paid for Foodmandu Order,1130.67,0.0,COMPLETE,3506.27,Linked Esewa Payment,Dining & Food
6FDAIUX,2025-10-06,00:00:00,Paid for Foodmandu Order,2019.29,0.0,COMPLETE,9129.52,THIRDPARTY,Dining & Food
8KFI0XH,2025-10-02,00:00:00,Paid for Foodmandu Order,1601.28,0.0,COMPLETE,5258.71,THIRDPARTY,Dining & Food
00UNH7D,2025-09-29,00:00:00,Paid for Foodmandu Order,4783.95,0.0,COMPLETE,5155.21,THIRDPARTY,Dining & Food
LP7AV8O,2025-10-30,00:00:00,Paid for Foodmandu Order,684.49,0.0,COMPLETE,5989.25,App,Dining & Food
6MI2PLF,2025-10-01,00:00:00,Restaurant Bill via QR,416.61,0.0,COMPLETE,1710.96,THIRDPARTY,Dining & Food
AYCLW7I,2025-09-08,00:00:00,Paid for Bhoj Deal,3731.5,0.0,COMPLETE,986.11,THIRDPARTY,Dining & Food
QZQYPOK,2025-10-19,00:00:00,Restaurant Bill via QR,2852.48,0.0,COMPLETE,7630.63,App,Dining & Food
ZPAQFBP,2025-09-09,00:00:00,Paid for Foodmandu Order,1818.21,0.0,COMPLETE,6070.66,THIRDPARTY,Dining & Food
46FLIRF,2025-09-09,00:00:00,Paid for Bhoj Deal,2409.93,0.0,COMPLETE,7909.79,THIRDPARTY,Dining & Food
YFPTEFQ,2025-10-05,00:00:00,Paid for Bhoj Deal,2690.92,0.0,COMPLETE,7137.77,App,Dining & Food
GAC6K54,2025-10-02,00:00:00,Restaurant Bill via QR,946.72,0.0,COMPLETE,5675.53,App,Dining & Food
QY7MED5,2025-10-20,00:00:00,Paid for Bhoj Deal,4572.7,0.0,COMPLETE,2051.24,App,Dining & Food
KJVREGJ,2025-09-01,00:00:00,Paid for Bhoj Deal,1797.22,0.0,COMPLETE,2423.61,App,Dining & Food
WY6NZEC,2025-10-04,00:00:00,Restaurant Bill via QR,4294.02,0.0,COMPLETE,9991.24,App,Dining & Food
SDB29DY,2025-09-13,00:00:00,Paid for Bhoj Deal,333.57,0.0,COMPLETE,3729.56,App,Dining & Food
HTEBZUM,2025-10-11,00:00:00,Paid for Foodmandu Order,1796.6,0.0,COMPLETE,2510.43,Linked Esewa Payment,Dining & Food
OD8UURH,2025-09-05,00:00:00,Paid for Bhoj Deal,4634.41,0.0,COMPLETE,609.79,App,Dining & Food
93E3DS0,2025-09-20,00:00:00,Restaurant Bill via QR,4589.36,0.0,COMPLETE,7289.9,App,Dining & Food
4KQZLPH,2025-09-05,00:00:00,Paid for Foodmandu Order,1259.97,0.0,COMPLETE,6428.49,THIRDPARTY,Dining & Food
DECX4BQ,2025-09-12,00:00:00,Paid for Foodmandu Order,2210.3,0.0,COMPLETE,1599.56,Linked Esewa Payment,Dining & Food
MHLC6XB,2025-10-01,00:00:00,Restaurant Bill via QR,4741.7,0.0,COMPLETE,1708.96,THIRDPARTY,Dining & Food
VP7MS3L,2025-09-14,00:00:00,Restaurant Bill via QR,933.03,0.0,COMPLETE,9132.53,THIRDPARTY,Dining & Food
DPRWLWA,2025-09-15,00:00:00,Restaurant Bill via QR,3488.03,0.0,COMPLETE,2971.73,App,Dining & Food
15G98MC,2025-10-27,00:00:00,Paid for Foodmandu Order,529.96,0.0,COMPLETE,8164.58,App,Dining & Food
LEGAY8Y,2025-09-18,00:00:00,Paid for Bhoj Deal,313.3,0.0,COMPLETE,840.65,THIRDPARTY,Dining & Food
2AV0NV6,2025-10-24,00:00:00,Paid for Bhoj Deal,3506.4,0.0,COMPLETE,4773.82,THIRDPARTY,Dining & Food
Q1TV5NH,2025-10-08,00:00:00,Restaurant Bill via QR,4813.3,0.0,COMPLETE,8733.58,App,Dining & Food
4DF861X,2025-09-30,00:00:00,Paid for Foodmandu Order,1348.04,0.0,COMPLETE,9520.31,THIRDPARTY,Dining & Food
RH85CYV,2025-09-06,00:00:00,Paid for Bhoj Deal,195.0,0.0,COMPLETE,7008.99,Linked Esewa Payment,Dining & Food
6F9UUCH,2025-09-19,00:00:00,Restaurant Bill via QR,3705.21,0.0,COMPLETE,2383.01,THIRDPARTY,Dining & Food
CRCRV4R,2025-09-18,00:00:00,Restaurant Bill via QR,4218.45,0.0,COMPLETE,7208.64,App,Dining & Food
NMUAX5B,2025-09-13,00:00:00,Restaurant Bill via QR,1104.6,0.0,COMPLETE,2591.77,App,Dining & Food
QPLL58Q,2025-09-25,00:00:00,Paid for Bhoj Deal,3303.45,0.0,COMPLETE,6732.12,THIRDPARTY,Dining & Food
RTBSJZI,2025-09-22,00:00:00,Paid for Bhoj Deal,3248.67,0.0,COMPLETE,8650.81,App,Dining & Food
R5SI304,2025-10-22,00:00:00,Paid for Bhoj Deal,3441.42,0.0,COMPLETE,7003.97,THIRDPARTY,Dining & Food
KX24K8H,2025-09-18,00:00:00,Restaurant Bill via QR,2246.08,0.0,COMPLETE,1516.85,App,Dining & Food
I3PE5UT,2025-09-19,00:00:00,Paid for Foodmandu Order,4100.87,0.0,COMPLETE,9385.65,THIRDPARTY,Dining & Food
TSIAXLH,2025-09-24,00:00:00,Restaurant Bill via QR,3669.07,0.0,COMPLETE,6957.89,THIRDPARTY,Dining & Food
4WAUCGE,2025-10-09,00:00:00,Paid for Foodmandu Order,257.42,0.0,COMPLETE,7349.26,Linked Esewa Payment,Dining & Food
70BVE8W,2025-10-19,00:00:00,Restaurant Bill via QR,3919.51,0.0,COMPLETE,9248.87,Linked Esewa Payment,Dining & Food
L9VYBO4,2025-09-08,00:00:00,Paid for Foodmandu Order,4329.21,0.0,COMPLETE,2417.95,App,Dining & Food
DK38OX6,2025-09-23,00:00:00,Restaurant Bill via QR,4884.74,0.0,COMPLETE,2930.59,App,Dining & Food
HDAW1NJ,2025-09-18,00:00:00,Paid for Foodmandu Order,2237.36,0.0,COMPLETE,8514.54,Linked Esewa Payment,Dining & Food
7WN9CXM,2025-09-23,00:00:00,Paid for Foodmandu Order,4187.56,0.0,COMPLETE,6014.23,App,Dining & Food
MEH8FIY,2025-09-17,00:00:00,Paid for Foodmandu Order,3820.01,0.0,COMPLETE,2834.53,Linked Esewa Payment,Dining & Food
W51USOD,2025-10-03,00:00:00,Paid for Bhoj Deal,4326.8,0.0,COMPLETE,2733.76,Linked Esewa Payment,Dining & Food
NQ13H03,2025-10-14,00:00:00,Paid for Bhoj Deal,760.56,0.0,COMPLETE,5811.1,App,Dining & Food
5KL9XGO,2025-10-13,00:00:00,Paid for Foodmandu Order,2808.16,0.0,COMPLETE,9283.27,App,Dining & Food
EF4V2BO,2025-09-07,00:00:00,Restaurant Bill via QR,1802.5,0.0,COMPLETE,6599.48,Linked Esewa Payment,Dining & Food
72I2BY1,2025-10-15,00:00:00,Restaurant Bill via QR,2398.45,0.0,COMPLETE,4315.03,Linked Esewa Payment,Dining & Food
2AU3QSQ,2025-09-12,00:00:00,Restaurant Bill via QR,2213.83,0.0,COMPLETE,1187.88,App,Dining & Food
4Q4KUL1,2025-10-06,00:00:00,Restaurant Bill via QR,3804.03,0.0,COMPLETE,3361.59,THIRDPARTY,Dining & Food
RC7W3NP,2025-10-31,00:00:00,Restaurant Bill via QR,1807.18,0.0,COMPLETE,6566.85,Linked Esewa Payment,Dining & Food
REYRZMF,2025-10-16,00:00:00,Paid for Bhoj Deal,3703.19,0.0,COMPLETE,7062.68,Linked Esewa Payment,Dining & Food
ZZQOZ9T,2025-10-30,00:00:00,Paid for Bhoj Deal,833.17,0.0,COMPLETE,2208.95,Linked Esewa Payment,Dining & Food
RUCGMEV,2025-09-08,00:00:00,Paid for Bhoj Deal,1966.86,0.0,COMPLETE,4986.85,App,Dining & Food
YM7DDOU,2025-10-04,00:00:00,Restaurant Bill via QR,3863.82,0.0,COMPLETE,3211.43,Linked Esewa Payment,Dining & Food
6Y72X02,2025-09-19,00:00:00,Paid for Bhoj Deal,1184.59,0.0,COMPLETE,7299.51,THIRDPARTY,Dining & Food
NYAL6HN,2025-10-18,00:00:00,Paid for Bhoj Deal,578.55,0.0,COMPLETE,5344.26,App,Dining & Food
W6ZJKYL,2025-09-18,00:00:00,Restaurant Bill via QR,3159.37,0.0,COMPLETE,6965.56,App,Dining & Food
SMKR996,2025-10-26,00:00:00,Paid for Bhoj Deal,3974.94,0.0,COMPLETE,2166.36,App,Dining & Food
1N4R18S,2025-10-10,00:00:00,Paid for Foodmandu Order,362.14,0.0,COMPLETE,253.86,THIRDPARTY,Dining & Food
